run_name,run_label,model_name,mode,seed,best_epoch,run_score,run_dir
benchmark_A3_no_exchange_seed42,benchmark_A3_no_exchange_seed42 seed=42,chess_decomposed_attention,puzzle_binary,42,12,0.79805902685456,results/architecture_scout_2026-05-11_i242_A3_no_exchange/benchmark_A3_no_exchange_seed42
