run_name,run_label,model_name,mode,seed,best_epoch,run_score,run_dir
benchmark_A2_no_chess_bias_seed42,benchmark_A2_no_chess_bias_seed42 seed=42,chess_decomposed_attention,puzzle_binary,42,11,0.8122299332198507,results/architecture_scout_2026-05-11_i242_A2_no_chess_bias/benchmark_A2_no_chess_bias_seed42
